2026-03-04 05:25:13 | INFO     | src.auth.auth_manager:__init__:48 | [Auth] Database ready at sqlite:///./data/users.db
2026-03-04 05:25:30 | INFO     | src.auth.auth_manager:authenticate_user:126 | [Auth] Successful login: mairajaved
2026-03-04 05:25:30 | INFO     | src.observability.metrics:_init_prometheus:68 | [Metrics] Prometheus metrics initialized.
2026-03-04 05:25:30 | INFO     | src.feedback.feedback_store:__init__:76 | [Feedback] Feedback store initialized.
2026-03-04 05:25:30 | INFO     | src.retrieval.advanced_rag_pipeline:__init__:93 | [AdvancedRAG] Pipeline initialized (reranking=True, streaming=True)
2026-03-04 05:25:32 | INFO     | src.vectordb.chroma_store:_create_client:67 | Connecting to ChromaDB at: data\chroma_db
2026-03-04 05:25:32 | INFO     | src.vectordb.chroma_store:_get_or_create_collection:79 | Collection 'user_fa521b4341c84527' ready (828 documents stored).
2026-03-04 05:25:33 | INFO     | src.feedback.structured_feedback:__init__:131 | [StructuredFeedback] Initialized with enhanced failure tracking
2026-03-04 05:25:33 | INFO     | src.prioritization.priority_framework:get_action_plan:227 | [Priority] No failures recorded in window
2026-03-04 05:25:33 | INFO     | src.tenant.isolation:__init__:108 | [TenantManager] Initialized (default_isolation=IsolationLevel.MEDIUM)
2026-03-04 05:25:58 | INFO     | src.retrieval.advanced_rag_pipeline:__init__:93 | [AdvancedRAG] Pipeline initialized (reranking=True, streaming=True)
2026-03-04 05:25:58 | INFO     | src.vectordb.chroma_store:_create_client:67 | Connecting to ChromaDB at: data\chroma_db
2026-03-04 05:25:58 | INFO     | src.vectordb.chroma_store:_get_or_create_collection:79 | Collection 'user_fa521b4341c84527' ready (828 documents stored).
2026-03-04 05:25:58 | INFO     | src.prioritization.priority_framework:get_action_plan:227 | [Priority] No failures recorded in window
2026-03-04 05:25:59 | INFO     | src.retrieval.advanced_rag_pipeline:__init__:93 | [AdvancedRAG] Pipeline initialized (reranking=True, streaming=True)
2026-03-04 05:25:59 | INFO     | src.vectordb.chroma_store:_create_client:67 | Connecting to ChromaDB at: data\chroma_db
2026-03-04 05:25:59 | INFO     | src.vectordb.chroma_store:_get_or_create_collection:79 | Collection 'user_fa521b4341c84527' ready (828 documents stored).
2026-03-04 05:25:59 | INFO     | src.prioritization.priority_framework:get_action_plan:227 | [Priority] No failures recorded in window
2026-03-04 05:26:00 | INFO     | src.retrieval.advanced_rag_pipeline:__init__:93 | [AdvancedRAG] Pipeline initialized (reranking=True, streaming=True)
2026-03-04 05:26:00 | INFO     | src.vectordb.chroma_store:_create_client:67 | Connecting to ChromaDB at: data\chroma_db
2026-03-04 05:26:00 | INFO     | src.vectordb.chroma_store:_get_or_create_collection:79 | Collection 'user_fa521b4341c84527' ready (828 documents stored).
2026-03-04 05:26:01 | INFO     | src.prioritization.priority_framework:get_action_plan:227 | [Priority] No failures recorded in window
2026-03-04 05:26:09 | INFO     | src.retrieval.advanced_rag_pipeline:__init__:93 | [AdvancedRAG] Pipeline initialized (reranking=True, streaming=True)
2026-03-04 05:26:09 | INFO     | src.vectordb.chroma_store:_create_client:67 | Connecting to ChromaDB at: data\chroma_db
2026-03-04 05:26:09 | INFO     | src.vectordb.chroma_store:_get_or_create_collection:79 | Collection 'user_fa521b4341c84527' ready (828 documents stored).
2026-03-04 05:26:09 | INFO     | src.prioritization.priority_framework:get_action_plan:227 | [Priority] No failures recorded in window
2026-03-04 05:26:14 | INFO     | src.retrieval.advanced_rag_pipeline:__init__:93 | [AdvancedRAG] Pipeline initialized (reranking=True, streaming=True)
2026-03-04 05:26:14 | INFO     | src.extraction.quality_extractor:extract:326 | [QualityExtractor] Processing: ITI_AgenticAI_Final.pdf
2026-03-04 05:26:18 | INFO     | src.extraction.quality_extractor:extract:357 | [QualityExtractor] ITI_AgenticAI_Final.pdf — quality=0.94 ✅
2026-03-04 05:26:18 | INFO     | src.retrieval.indexer:index_file:73 | [Indexer] Starting indexing: ITI_AgenticAI_Final.pdf (doc_id=a6170c1c-c06b-478e-b72a-178df1875e26)
2026-03-04 05:26:18 | INFO     | src.utils.document_loader:load:55 | Loading document: ITI_AgenticAI_Final.pdf (.pdf)
2026-03-04 05:26:22 | INFO     | src.utils.document_loader:load:74 | Loaded 'ITI_AgenticAI_Final.pdf': 43576 characters extracted
2026-03-04 05:26:22 | DEBUG    | src.utils.text_splitter:split_text:47 | Split text (43576 chars) → 92 chunks (size=512, overlap=50)
2026-03-04 05:26:22 | INFO     | src.retrieval.indexer:index_file:101 | [Indexer] Generating embeddings for 92 chunks …
2026-03-04 05:26:22 | INFO     | src.embeddings.embedder:embed_batch:126 | Embedding 92 texts (0 served from cache) …
2026-03-04 05:26:22 | INFO     | src.embeddings.embedder:model:46 | Loading embedding model: all-MiniLM-L6-v2
2026-03-04 05:27:21 | INFO     | src.embeddings.embedder:model:50 | Embedding model loaded. Dimension: 384
2026-03-04 05:27:27 | INFO     | src.vectordb.chroma_store:_create_client:67 | Connecting to ChromaDB at: data\chroma_db
2026-03-04 05:27:27 | INFO     | src.vectordb.chroma_store:_get_or_create_collection:79 | Collection 'user_fa521b4341c84527' ready (828 documents stored).
2026-03-04 05:27:27 | INFO     | src.vectordb.chroma_store:add_chunks:129 | Added 92 chunks for doc_id='a6170c1c-c06b-478e-b72a-178df1875e26'
2026-03-04 05:27:27 | INFO     | src.retrieval.indexer:index_file:111 | [Indexer] Done: ITI_AgenticAI_Final.pdf → 92 chunks in 69369ms
2026-03-04 05:27:27 | INFO     | src.retrieval.advanced_rag_pipeline:ingest_document:163 | [AdvancedRAG] Ingested 'ITI_AgenticAI_Final.pdf' for user=fa521b43-41c8-4527-ba93-054a794875b9 → 92 chunks
2026-03-04 05:27:27 | INFO     | src.prioritization.priority_framework:get_action_plan:227 | [Priority] No failures recorded in window
2026-03-04 05:27:40 | INFO     | src.retrieval.advanced_rag_pipeline:__init__:93 | [AdvancedRAG] Pipeline initialized (reranking=True, streaming=True)
2026-03-04 05:27:40 | INFO     | src.vectordb.chroma_store:_create_client:67 | Connecting to ChromaDB at: data\chroma_db
2026-03-04 05:27:40 | INFO     | src.vectordb.chroma_store:_get_or_create_collection:79 | Collection 'user_fa521b4341c84527' ready (920 documents stored).
2026-03-04 05:27:40 | INFO     | src.agents.rag_agent:run:328 | [Agent] Starting agent run: 'what is agentic ai'
2026-03-04 05:27:40 | DEBUG    | src.agents.rag_agent:run:346 | [Agent] Iteration 1
2026-03-04 05:27:43 | INFO     | src.agents.rag_agent:run:369 | [Agent] Final answer reached after 1 iterations.
2026-03-04 05:27:44 | INFO     | src.retrieval.advanced_rag_pipeline:__init__:93 | [AdvancedRAG] Pipeline initialized (reranking=True, streaming=True)
2026-03-04 05:27:44 | INFO     | src.vectordb.chroma_store:_create_client:67 | Connecting to ChromaDB at: data\chroma_db
